date,JPM,META,NVDA,TSLA
2024-01-25,164.83419799804688,389.75732421875,61.50767135620117,182.6300048828125
2024-01-26,164.2051239013672,390.70904541015625,60.92270278930664,183.25
2024-01-29,164.634033203125,397.529052734375,62.35416030883789,190.92999267578125
2024-01-30,168.0081329345703,396.5774230957031,62.66261672973633,191.58999633789062
2024-01-31,166.18763732910156,386.7437744140625,61.41782760620117,187.2899932861328
2024-02-01,165.58717346191406,391.3433837890625,62.91516876220703,188.86000061035156
2024-02-02,166.540283203125,470.8551330566406,66.04261779785156,187.91000366210938
2024-02-05,166.3210906982422,455.4107666015625,69.208984375,181.05999755859375
2024-02-06,166.8929901123047,450.7615966796875,68.10195922851562,185.10000610351562
2024-02-07,167.20748901367188,465.5020751953125,69.9746322631836,187.5800018310547
2024-02-08,166.6070098876953,465.9085693359375,69.5174331665039,189.55999755859375
2024-02-09,166.80715942382812,464.0350036621094,72.00501251220703,193.57000732421875
2024-02-12,167.5506134033203,464.818115234375,72.11979675292969,188.1300048828125
2024-02-13,166.09231567382812,456.1145935058594,72.00001525878906,184.02000427246094
2024-02-14,167.7793731689453,469.1600341796875,73.76887512207031,188.7100067138672
2024-02-15,171.4393768310547,479.8164367675781,72.52908325195312,200.4499969482422
2024-02-16,170.6387481689453,469.19964599609375,72.48416137695312,199.9499969482422
2024-02-20,171.3059539794922,467.6434020996094,69.32878112792969,193.75999450683594
2024-02-21,172.4210968017578,464.4480285644531,67.35228729248047,194.77000427246094
2024-02-22,174.4894256591797,482.4094543457031,78.39866638183594,197.41000366210938
2024-02-23,175.36630249023438,480.3255310058594,78.67716217041016,191.97000122070312
2024-02-26,174.7658233642578,478.0531005859375,78.95167541503906,199.39999389648438
2024-02-27,174.85159301757812,483.3224182128906,78.56135559082031,199.72999572753906
2024-02-28,175.7379913330078,480.31561279296875,77.52519989013672,202.0399932861328
2024-02-29,177.33926391601562,486.37884521484375,78.97162628173828,201.8800048828125
2024-03-01,176.6053466796875,498.4557189941406,82.13301086425781,202.63999938964844
2024-03-04,177.93019104003906,494.3771667480469,85.08576202392578,188.13999938964844
2024-03-05,179.71253967285156,486.46820068359375,85.81550598144531,180.74000549316406
2024-03-06,180.6466064453125,492.2933044433594,88.5467758178711,176.5399932861328
2024-03-07,179.06442260742188,508.2700500488281,92.50892639160156,178.64999389648438
2024-03-08,179.39804077148438,502.07781982421875,87.37677764892578,175.33999633789062
2024-03-11,179.4647216796875,479.888916015625,85.62582397460938,177.77000427246094
2024-03-12,180.94207763671875,495.9252624511719,91.75422668457031,177.5399932861328
2024-03-13,182.40992736816406,491.7772521972656,90.73098754882812,169.47999572753906
